"norm","gam","unif","exp","pois","bernoulli"
-2.22323091693026,0.539633922360671,0.401412520324811,1.59422772328335,1,0
-0.0240442347637527,0.791933258868704,0.962087720632553,3.72317220808423,1,0
1.55009984901086,3.56832838568911,0.997964839451015,0.302927170880139,2,0
0.441412042946792,0.555422015101062,0.198519026627764,0.111884519923478,0,0
1.1805197543725,0.611846470840553,0.509543180698529,0.0469389235239529,1,0
0.80340869760046,0.0504570730171326,0.285618499154225,2.12715190450165,3,1
-0.871481695708087,0.180868582925921,0.596209737472236,2.23129055744489,3,1
0.896710215537839,0.291936192222088,0.242302204016596,0.0583205972798169,0,0
-0.821074716157142,5.73602863948841,0.884515842655674,0.413211787119508,0,1
1.4353718302623,0.015769573488489,0.00762505549937487,0.020341576077044,2,0
-0.0157090204949447,0.0842424815758673,0.157678495394066,0.164031458552927,0,1
0.997589656113503,1.53222581347076,0.0120444060303271,0.319475707132369,1,1
-1.22020611649719,0.484402887294666,0.120027553290129,3.28982950730209,1,0
-1.96599916818435,1.62957455676273,0.900022089248523,1.10561012559431,2,0
-0.242927924175181,0.86516146427735,0.459144270513207,0.683535600081086,3,1
-0.455767560644265,0.804154379884326,0.186649607261643,1.50167071366937,1,1
1.33798163495232,0.0247543569276132,0.104315506992862,0.711308258485458,2,1
0.69397529107806,2.44582175516348,0.857630257261917,0.900839650053507,1,1
0.860669061227115,1.73790583180226,0.508558971341699,1.45074572592022,1,1
1.01346337921909,0.00581659035345339,0.449055972043425,0.659455865621567,2,0
-0.483068746229377,0.402175750342118,0.64185753557831,0.989360488909197,1,0
0.12940608536532,0.0742266840580513,0.737751603592187,1.20631127427788,1,1
-0.786378637072049,0.580511570999917,0.00154097937047482,0.0263465674358759,3,1
2.0017209761057,0.430704328053541,0.614837935427204,0.144174666143954,2,0
1.48158639866216,0.0581694308738496,0.21432566200383,0.0380583696162577,1,1
-0.559549727170438,0.61532107615368,0.858654365409166,0.121670329221177,1,0
0.642318029191718,2.08343834376448,0.866245489101857,2.94018584473019,1,1
-0.393544960913639,0.589540780855658,0.379929306684062,0.472786686848849,1,1
0.257430554616354,0.461442617726911,0.982465183129534,1.37023442513765,0,1
0.484487275894704,0.151933103082471,0.722620785934851,2.98482094688301,0,1
1.30207854314231,1.87459758369121,0.83906737412326,1.54082681648817,1,0
-0.802432651031907,1.29874176058572,0.903228962095454,0.826012326362443,3,0
0.697073802970603,0.371789570851472,0.207658423809335,0.425539615098387,0,0
0.288731602415337,0.179226757783207,0.941509286174551,0.584607609547675,1,1
-0.223230828067522,0.533059505195936,0.472362169763073,2.07263076134792,1,1
1.02877518881704,1.57866198115157,0.345998485106975,0.0376481707061417,1,1
1.02768607877558,0.556174294755296,0.0083558342885226,0.370792889967561,0,0
-1.09879365306018,0.0818177600061337,0.691698391688988,0.268184437416494,0,0
0.85764393345488,0.748306583925678,0.0817780497018248,0.242480404436449,1,1
-0.284275665272315,0.601915759931723,0.179042767966166,0.00734790102500241,1,0
-1.74423056968868,2.64482364250722,0.125197434332222,4.08495119751847,0,0
0.265075268301834,0.976172391821758,0.0379049961920828,0.01584249176085,1,0
-1.50718600381409,0.624003099676745,0.748754813801497,0.455404947974842,0,0
